Objeto do Contrato;Tipo de Procedimento;Tipo(s) de Contrato;CPVs;Entidade(s) Adjudicante(s);Entidade(s) Adjudicatária(s);Preço Contratual;Data de Publicação;Data de Celebração do Contrato;Prazo de Execução;Local de Execução;Fundamentação;Causa de Extinção do Contrato;Data de Fecho do Contrato;Preço Total Efetivo;Causas das Alterações ao Prazo;Causas das Alterações ao Preço;Estado;N.º registo do Acordo Quadro;Descrição do Acordo Quadro;Procedimento Centralizado;Ligação para Peças do Procedimento;Lista de Fornecedores (cocontratantes);Aquisição ao Abrigo de Acordo Quadro de outro Estado-membro da UE
Aquisição de material de apoio para reforço de resposta ao COVID 19 – Unidades de Retaguarda ;Ajuste Direto Regime Geral;Aquisição de bens móveis;"39100000-3, Mobiliário";Santa Casa da Misericórdia de Lisboa (500745471);"Alpia 2 - New Concept, Lda. (510105327)";"30.048,00 €";14-04-2021;17-03-2021;30 dias;Portugal;"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/NDc1MTg4;false;
Vigilância e Segurança - 1 elemento p/ plano de contingência Covid-19 - 1º semestre 2021;Ajuste Direto Regime Geral;Aquisição de serviços;"79000000-4, Serviços a empresas: direito, comercialização, consultoria, recrutamento, impressão e segurança";Hospital Dr. Francisco Zagalo - Ovar (501510150);"Ronsegur, Rondas e Segurança, Lda (507011724)";"15.200,00 €";14-04-2021;18-02-2021;180 dias;"Portugal, Aveiro, Ovar";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
PCD2021020134 - VPN FEVEREIRO COVID;Ajuste Direto Regime Geral;Aquisição de serviços;"64000000-6, Serviços postais e de telecomunicações";"Instituto Português de Oncologia do Porto Francisco Gentil, E. P. E. (506362299)";"MEO - SERVIÇOS DE COMUNICAÇÕES E MULTIMÉDIA, S.A. (504615947)";"2.844,19 €";14-04-2021;04-02-2021;20 dias;"Portugal, Porto, Porto";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
02/CP.20.1866 - Produtos de desinfeção para prevenção à COVID19;Concurso público;Aquisição de bens móveis;"33100000-1, Equipamento médico";"Centro Hospitalar do Tâmega e Sousa, E. P. E. (508318262)";"PAUL HARTAMNN, LDA (502271728)";"14.089,52 €";13-04-2021;12-02-2021;323 dias;"Portugal, Porto, Penafiel";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.1265957;false;
02/CP.20.1866 - Produtos de desinfeção para prevenção à COVID19;Concurso público;Aquisição de bens móveis;"33100000-1, Equipamento médico";"Centro Hospitalar do Tâmega e Sousa, E. P. E. (508318262)";"Dimorasept - Higiene Médica-Hospitalar, Lda. (510258786)";"31.440,00 €";13-04-2021;22-02-2021;313 dias;"Portugal, Porto, Penafiel";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.1265957;false;
4540002/2021 EMPREITADA DE AMPLIAÇÃO DA UNIDADE DE CUIDADOS INTENSIVOS NO AMBITO DO COVID 19;Ajuste Direto Regime Geral;Concessão de obras públicas;"45000000-7, Construção";"Centro Hospitalar Barreiro Montijo, E. P. E. (509186998)";"CASAIS-ENGENHARIA E CONSTRUÇÃO, S.A (500023875)";"1.574.602,27 €";13-04-2021;12-03-2021;150 dias;"Portugal, Setúbal, Barreiro";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de  equipamento de proteção individual, de forma a fazer face as necessidades de prevenção, contenção, mitigação e tratamento decorrente da situação atualmente vivida da pandemia por COVID-19";Ajuste Direto Regime Geral;Aquisição de bens móveis;"19000000-6, Materiais têxteis, de couro, de plástico e de borracha";"Agrupamento de Escolas de Gafanha da Nazaré, Ílhavo (600076350)";Olmar - Artigos de Papelaria Lda (508831989);"6.546,27 €";13-04-2021;22-03-2021;15 dias;"Portugal, Aveiro, Ílhavo";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"AQUISIÇÃO DE 3 VENTILADORES PULMONARES DE CUIDADOS INTENSIVOS PARA A ULS DA GUARDA, E.P.E. NO ÂMBITO DO CONTEXTO EPIDEMIOLÓGICO DA DOENÇA RESPIRATÓRIA AGUDA POR NOVO CORONAVÍRUS (COVID-19)";Ajuste Direto Regime Geral;Aquisição de bens móveis;"33100000-1, Equipamento médico";"Unidade Local de Saúde da Guarda, E. P. E. (508752000)";"MEDICINÁLIA CORMÉDICA, LDA. (500684324)";"103.485,00 €";13-04-2021;19-02-2021;30 dias;"Portugal<BR/>Portugal, Guarda, Guarda";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.1415206;false;
"Aquisição de serviços de recrutamento de pessoal de enfermagem para a implementação do Plano de Vacinação contra a COVID-19, no Município de Lisboa";Ajuste Direto Regime Geral;Aquisição de serviços;"79624000-4, Serviços de fornecimento de pessoal de enfermagem";Município de Lisboa (500051070);"Randstad Recursos Humanos, Empresa de Trabalho Temporário, S.A. (503299006)";"92.400,00 €";12-04-2021;02-03-2021;30 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de 1500 kits de 3 máscaras sociais/comunitárias certificadas, no âmbito das avaliações de conformidade do COVID-19, publicitada pela “CITEVE /Tecnologia Têxtil (3º período)";Ajuste Direto Regime Geral;Aquisição de bens móveis;"33000000-0, Equipamento médico, medicamentos e produtos para cuidados pessoais";Agrupamento de Escolas do Fundão (600085511);"Sosinceptum - Imagem e Marketing, Lda. (507219040)";"5.562,00 €";12-04-2021;17-03-2021;30 dias;"Portugal, Castelo Branco, Fundão";"Artigo 21.º, n.º 1, alínea c) do Código dos Contratos Públicos";Cumprimento integral do contrato;06-04-2021;"5.562,00 €";;;;Não aplicável.;Não aplicável.;false;http://www.esfundao.pt/;false;
Adaptação de instalações para transferência de serviços de medicina no âmbito da expansão da medicina intensiva no Hospital de São José no âmbito do COVID-19;Ajuste Direto Regime Geral;Empreitadas de obras públicas;"45000000-7, Construção";"Centro Hospitalar Universitário Lisboa Central, E. P. E. (508080142)";"Santomargo Construções, Lda (507598113)";"98.224,50 €";12-04-2021;12-03-2021;30 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de reagentes para Equipamento ""Vidas 1 e 2"" - Contingência Covid-19";Ajuste Direto Regime Geral;Aquisição de bens móveis;"33696000-5, Reagentes e meios de contraste";"Centro Hospitalar Vila Nova de Gaia - Espinho, E. P. E. (508142156)";Biomerieux Portugal (501524177);"115.605,22 €";09-04-2021;04-02-2021;5 dias;"Portugal, Porto, Vila Nova de Gaia";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"ELABORAÇÃO DOS ESTUDOS IMPACTO DA COVID-19 NA MEDICINA DENTÁRIA, BARÓMETRO NACIONAL DA SAÚDE ORAL 2021,NÚMEROS DA ORDEM 2021, DIAGNÓSTICO AOS MÉDICOS DENTISTAS 2021";Consulta Prévia;Aquisição de serviços;"79300000-7, Pesquisa de mercado e económica; sondagem e estatísticas";Ordem dos Médicos Dentistas (502840579);"QSP - Consultoria de Marketing, Lda. (506901920)";"40.100,00 €";09-04-2021;18-03-2021;60 dias;Portugal;"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição continuada de bens alimentares e outros, com vista à sua distribuição e apoio a entidades de caráter social do Concelho de Loures, no âmbito do combate à pandemia de Covid-19";Ajuste Direto Regime Geral;Aquisição de bens móveis;"15000000-8, Produtos alimentares, bebidas, tabaco e produtos afins";Município de Loures (501294996);"Sogenave - Sociedade Geral de Abastecimentos ? Navegaç?o e Indústria Hoteleira, SA (500271518)";"300.000,00 €";09-04-2021;16-03-2021;180 dias;"Portugal, Lisboa, Loures";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
4500033/2021 Conjuntos de calças e túnicas descartáveis (Covid19);Ajuste Direto Regime Geral;Aquisição de bens móveis;"33000000-0, Equipamento médico, medicamentos e produtos para cuidados pessoais";"Centro Hospitalar Barreiro Montijo, E. P. E. (509186998)";ENERRE - PRODUÇÕES E REPRESENTAÇÕES  LDA (500732680);"14.700,00 €";09-04-2021;11-02-2021;20 dias;"Portugal, Setúbal, Barreiro";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";Cumprimento integral do contrato;07-04-2021;"14.700,00 €";;;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de material de consumo clínico (uso corrente) para os centros de vacinação no âmbito da COVID-19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33140000-3, Material médico de consumo";Município de Cascais (505187531);ENERRE - PRODUÇÕES E REPRESENTAÇÕES  LDA (500732680);"27.335,00 €";09-04-2021;24-03-2021;3 dias;"Portugal, Lisboa, Cascais";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/NDc4MDEw;false;
"Aquisição de Equipamentos de Proteção Individual para alunos, professores,assistentes técnicos e assistentes operacionais no âmbito das medidas de combate ao Covid-19";Consulta Prévia;Aquisição de bens móveis;"33700000-7, Produtos para cuidados pessoais";"Agrupamento de Escolas de Esgueira, Aveiro (600076164)";"Publipin - Publicidade, Lda. (502783354)";"92,50 €";09-04-2021;31-03-2021;5 dias;"Portugal, Aveiro, Aveiro";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";Cumprimento integral do contrato;16-04-2021;"92,50 €";;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de Equipamentos de Proteção Individual para alunos, professores,assistentes técnicos e assistentes operacionais no âmbito das medidas de combate ao Covid-19";Consulta Prévia;Aquisição de bens móveis;"33700000-7, Produtos para cuidados pessoais";"Agrupamento de Escolas de Esgueira, Aveiro (600076164)";PROGLOBAL (504459201);"2.457,00 €";09-04-2021;26-03-2021;10 dias;"Portugal, Aveiro, Aveiro";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";Cumprimento integral do contrato;16-04-2021;"2.457,00 €";;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de Equipamentos de Proteção Individual para alunos, professores,assistentes técnicos e assistentes operacionais no âmbito das medidas de combate ao Covid-19";Consulta Prévia;Aquisição de bens móveis;"33700000-7, Produtos para cuidados pessoais";"Agrupamento de Escolas de Esgueira, Aveiro (600076164)";JAIME MANUEL CAMPOS PEREIRA (149140630);"3.750,00 €";09-04-2021;31-03-2021;5 dias;"Portugal, Aveiro, Aveiro";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";Cumprimento integral do contrato;16-04-2021;"3.750,00 €";;;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de equipamentos e serviços para permitir reuniões de assembleia municipal mistas (presencial e remoto) devido à impossibilidade de juntar todos os deputados por causa da pandemia COVID-19.;Ajuste Direto Regime Geral;Aquisição de bens móveis;"30230000-0, Equipamento informático";Município de Oeiras (500745943);"Pantalha - Sistemas de Processamento de Imagem, Lda (502303298)";"34.862,33 €";09-04-2021;30-03-2021;5 dias;"Portugal, Lisboa, Oeiras";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de Testes Rápidos de Antigénio COVID 19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33000000-0, Equipamento médico, medicamentos e produtos para cuidados pessoais";"Unidade Local de Saúde do Norte Alentejano, E. P. E. (508094461)";"Roche Sistemas de Diagnósticos, Lda (504282921)";"24.750,00 €";08-04-2021;08-03-2021;300 dias;"Portugal, Portalegre";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Medidas de combate aos efeitos da pandemia COVID-19 - Aquisição de serviços de vigilância humana para as instalações municipais;Ajuste Direto Regime Geral;Aquisição de serviços;"79714000-2, Serviços de vigilância";Município de Cascais (505187531);"PSG-SEGURANÇA PRIVADA, SA (508170710)";"317.232,14 €";08-04-2021;24-03-2021;283 dias;"Portugal, Lisboa, Cascais";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/NDgwNDQ2;false;
Aquisição de reagentes em contexto Covid19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33696500-0, Reagentes de laboratório";"Hospital do Espírito Santo de Évora, E. P. E. (508085888)";"WERFEN PORTUGAL, Lda. (501086110)";"598.340,00 €";08-04-2021;12-02-2021;320 dias;"Portugal, Évora, Évora";"Artigo 2.º -A, n.º 1 do DL n.º 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Máscaras para Proteção /Prevenção Covid 19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"39230000-3, Produtos para usos especiais";Agrupamento de Escolas de Cabeceiras de Basto (600084230);"Leanamat Marketplace,lda (515804479)";"6.585,60 €";08-04-2021;29-03-2021;60 dias;"Portugal, Braga, Cabeceiras de Basto<BR/>Portugal";"Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.1457683;false;
"Prestação de serviço de recolha mecanizada de contentores de resíduos, no turno das 23h00 às 06h00 – Estado de Emergência no âmbito da Pandemia COVID 19";Ajuste Direto Regime Geral;Aquisição de serviços;"90511000-2, Serviços de recolha de resíduos";Serviços Intermunicipalizados de Águas e Resíduos dos Municípios de Loures e Odivelas (680009671);"RRI-SERVIÇOS AMBIENTAIS,S.A. (504982010)";"12.480,00 €";08-04-2021;31-03-2021;30 dias;"Portugal, Lisboa, Loures";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.1462367;false;
"Prestação de serviço de recolha mecanizada de contentores de resíduos, no turno das 13h00 às 20h00 – Estado de Emergência no âmbito da Pandemia COVID 19";Ajuste Direto Regime Geral;Aquisição de serviços;"90511000-2, Serviços de recolha de resíduos";Serviços Intermunicipalizados de Águas e Resíduos dos Municípios de Loures e Odivelas (680009671);Ecoambiente SA (502877472);"23.400,00 €";08-04-2021;31-03-2021;30 dias;"Portugal, Lisboa, Loures";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.1462755;false;
"Prestação de serviço de recolha mecanizada de contentores de resíduos, no turno das 06h00 às 13h00 – Estado de Emergência no âmbito da Pandemia COVID 19";Ajuste Direto Regime Geral;Aquisição de serviços;"90511000-2, Serviços de recolha de resíduos";Serviços Intermunicipalizados de Águas e Resíduos dos Municípios de Loures e Odivelas (680009671);"Suma, Serviços Urbanos e Meio Ambiente, S.A. (503210560)";"23.400,00 €";08-04-2021;30-03-2021;30 dias;"Portugal, Lisboa, Loures";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.1462358;false;
"“Identificação dos problemas do Concelho de Santiago do Cacém” e do “desempenho da Câmara Municipal de Santigo do Cacém”, nomeadamente durante a situação excecional e de emergência que o país e o mundo atravessam, devido à pandemia pela doença Covid-19; para o desenvolvimento do Concelho.";Ajuste Direto Regime Geral;Aquisição de serviços;"79320000-3, Serviços de sondagens de opinião";Município de Santiago do Cacém (502130040);"Consulmark 2 Estudos de Mercado e Trabalho do Campo, Lda. (506842045)";"9.450,00 €";07-04-2021;31-03-2021;30 dias;"Portugal, Setúbal, Santiago do Cacém";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de Monitores e Central de Monitorização para serviços de Internamento COVID-19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33100000-1, Equipamento médico";"Hospital do Espírito Santo de Évora, E. P. E. (508085888)";"Dräger Portugal, Lda (508771323)";"99.999,30 €";07-04-2021;01-03-2021;30 dias;Portugal;"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.1409455;false;
040210162021 - COVID95_AQUISIÇÃO DE MATERIAL EPI_BATAS * BATAS IMPERMEAVEIS DESCARTAVEIS N/ ESTERILIZADAS (ABERTAS ATRAS / PUNHOS ELASTICOS) ;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33000000-0, Equipamento médico, medicamentos e produtos para cuidados pessoais";"Centro Hospitalar e Universitário de Coimbra, E. P. E. (510103448)";"Eurosafe - Manufacturing of Military & Safety Uniforms - Unipessoal, Lda (505826801)";"298.375,00 €";07-04-2021;29-03-2021;90 dias;"Portugal, Coimbra, Coimbra";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
