Objeto do Contrato;Tipo de Procedimento;Tipo(s) de Contrato;CPVs;Entidade(s) Adjudicante(s);Entidade(s) Adjudicatária(s);Preço Contratual;Data de Publicação;Data de Celebração do Contrato;Prazo de Execução;Local de Execução;Fundamentação;Causa de Extinção do Contrato;Data de Fecho do Contrato;Preço Total Efetivo;Causas das Alterações ao Prazo;Causas das Alterações ao Preço;Estado;N.º registo do Acordo Quadro;Descrição do Acordo Quadro;Procedimento Centralizado;Ligação para Peças do Procedimento;Lista de Fornecedores (cocontratantes);Aquisição ao Abrigo de Acordo Quadro de outro Estado-membro da UE
"Aquisição de serviços para limpeza e desinfeção por pulverização dos quartos dos hotéis contratados na RAM onde estão confinados os infetados por SARS-Cov-2 - doentes COVID-19 -  Hotel Pestana Ocean Bay e Terrace Mar Suite Hotel - ""Contigência COVID-19""";Ajuste Direto Regime Geral;Aquisição de serviços;"90910000-9, Serviços de limpeza";"Instituto de Administração da Saúde e Assuntos Sociais, IP-RAM (511284349)";"SERLIMACLEAN - SERVIÇOS DE LIMPEZA, S.A. (511019882)";"26.000,00 €";31-03-2021;14-12-2020;61 dias;"Portugal, Região Autónoma da Madeira, Funchal";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de serviços de recolha de resíduos COVID-19 (equiparados a RSU) em duplo saco, nos hoteis contratados na RAM para confinamento dos doentes com COVID-19 - ""Contingência COVID-19""";Ajuste Direto Regime Geral;Aquisição de serviços;"90910000-9, Serviços de limpeza";"Instituto de Administração da Saúde e Assuntos Sociais, IP-RAM (511284349)";"SERLIMA AMBIENTE - LIMPEZA E CONSERVAÇÃO, S.A. (511062052)";"15.000,00 €";30-03-2021;14-12-2020;61 dias;"Portugal, Região Autónoma da Madeira, Funchal";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de equipamentos do tipo Computadores de secretária Avançados e Periféricos e equipamentos portáteis como solução e vetor facilitador em ambientes de Teletrabalho e adequação dos postos de trabalho às normas COVID.;Consulta Prévia;Aquisição de bens móveis;"30000000-9, Máquinas, equipamento e material de escritório e de informática, excepto mobiliário e pacotes de programas (software)";"Instituto da Vinha e do Vinho, I. P. (501722335)";Warpcom (505134195);"69.882,50 €";30-03-2021;18-11-2020;45 dias;"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
CAD20210012 - FARDAMENTOS COVID 19 - CORONAVIRUS;Ajuste Direto Regime Geral;Aquisição de bens móveis;"18110000-3, Vestuário profissional";"Serviço de Saúde da Região Autónoma da Madeira, EPE-RAM (511228848)";"MEILEX, LDA (501759441)";"116.737,50 €";29-03-2021;26-01-2021;339 dias;"Portugal, Região Autónoma da Madeira, Funchal";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Fornecimento de material descartável diverso para fazer face ao surto de COVID-19;Concurso público;Aquisição de bens móveis;"33100000-1, Equipamento médico";"Unidade Local de Saúde de Matosinhos, EPE (ULSM) (506361390)";"LINEAMEDICA-DISPOSITIVOS MEDICOS-CIRUGICOS, SA (505148676)";"17.739,00 €";25-03-2021;13-08-2020;140 dias;"Portugal, Porto, Matosinhos";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.1170348;false;
Fornecimento de material descartável diverso para fazer face ao surto de COVID-19;Concurso público;Aquisição de bens móveis;"33100000-1, Equipamento médico";"Unidade Local de Saúde de Matosinhos, EPE (ULSM) (506361390)";"Clothe-Up -  Desenvolvimento Têxtil, Unipessoal, Lda. (510366872)";"183.440,00 €";25-03-2021;13-08-2020;140 dias;"Portugal, Porto, Matosinhos";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.1170348;false;
"Aquisição de serviços de apoio na limpeza, higienização e desinfeção face à situação da pandemia de COVID-19 nos diversos edifícios da Universidade de Aveiro.";Ajuste Direto Regime Geral;Aquisição de serviços;"90910000-9, Serviços de limpeza";Universidade de Aveiro (501461108);"FERLIMPA 2 – Limpezas Gerais e Manutenção, Lda. (506278522)";"108.000,00 €";24-03-2021;08-01-2021;180 dias;"Portugal, Aveiro, Aveiro";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;https://www.ua.pt/adm/contratacao_2020;false;
Fornecimento de doses de vacinas contra a COVID-19 Contrato # 1 Adicionais (BioNTech/Pfizer);Ajuste Direto Regime Geral;Aquisição de bens móveis;"33600000-6, Produtos farmacêuticos";Direção-Geral da Saúde (600037100);"Pfizer Biofarmacêutica, Lda. (513300376)";"34.419.238,00 €";23-03-2021;18-01-2021;347 dias;Portugal;"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Fornecimento de doses de vacinas contra a COVID-19 Contrato #2 (Moderna);Ajuste Direto Regime Geral;Aquisição de bens móveis;"33600000-6, Produtos farmacêuticos";Direção-Geral da Saúde (600037100);Moderna Switzerland GmbH (CHE344522989);"18.780.000,00 €";23-03-2021;29-12-2020;367 dias;Portugal;"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Fornecimento de doses de vacinas contra a COVID-19 Contrato #1 (Moderna) ;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33600000-6, Produtos farmacêuticos";Direção-Geral da Saúde (600037100);Moderna Switzerland GmbH (CHE344522989);"27.247.155,00 €";23-03-2021;29-12-2020;275 dias;Portugal;"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Testes para Identificação de COVID19 por Biologia Molecular;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33000000-0, Equipamento médico, medicamentos e produtos para cuidados pessoais";"Centro Hospitalar de Entre o Douro e Vouga, E.P.E. (508878462)";Cepheid Iberia SLU - sucursal Portugal (980655684);"11.130,00 €";23-03-2021;07-01-2021;30 dias;"Portugal, Aveiro, Santa Maria da Feira";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;http://www.chedv.min-saude.pt;false;
Aquisição de Portal Clean COVID-19 - desinfecção e descontaminação;Consulta Prévia;Aquisição de bens móveis;"24900000-3, Produtos químicos variados e de alta qualidade";Freguesia de Olivais (507001460);"Puck produções Unipessoal, Lda. (514780711)";"12.551,80 €";22-03-2021;24-11-2020;36 dias;Portugal;"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.1306637;false;
"Equipamento de proteção individual - máscaras, luvas e álcool gel  - Covid 19";Ajuste Direto Regime Geral;Aquisição de bens móveis;"18400000-3, Vestuário e acessórios especiais";"Agrupamento de Escolas Júlio Dantas, Lagos (600085040)";"Univerplast - Fábrico de Plásticos, Lda (502215704)";"9.454,50 €";22-03-2021;11-08-2020;90 dias;"Portugal, Faro, Lagos";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";Cumprimento integral do contrato;15-10-2020;"11.164,60 €";;Necessidade de aquisição de mais material de proteção.;;Não aplicável.;Não aplicável.;false;;false;
Material para Laboratório Genética - TAQPATH COVID-19 CE-IVD KIT;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33000000-0, Equipamento médico, medicamentos e produtos para cuidados pessoais";"Hospital do Divino Espírito Santo de Ponta Delgada, E. P. E. R. (512103097)";"EFFER SAÚDE, LDª (510222587)";"1.271.737,00 €";19-03-2021;07-01-2021;15 dias;"Portugal, Região Autónoma dos Açores, Ponta Delgada";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"SERVIÇOS PARA TRABALHOS DE BENEFICIAÇÃO DE INSTALAÇÕES ELETRICAS NO BO OFTALMOLOGIA NO HEM E UCIP DO HSFX, NO ÂMBITO DA ADAPTAÇÃO DE ESPAÇOS FACE À PANDEMIA COVID-19";Ajuste Direto Regime Geral;Aquisição de serviços;"51100000-3, Serviços de instalação de equipamento eléctrico e mecânico";"Centro Hospitalar de Lisboa Ocidental, E. P. E. (507618319)";"MULTILUZ, LDA (503717444)";"105.600,59 €";19-03-2021;08-01-2021;15 dias;Portugal;"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.1336922;false;
"Execução de Instalações elétricas da nova unidade de cuidados intermédios no piso 3, no âmbito da adaptação de espaços face à pandemia COVID-19";Ajuste Direto Regime Geral;Aquisição de serviços;"51100000-3, Serviços de instalação de equipamento eléctrico e mecânico";"Centro Hospitalar de Lisboa Ocidental, E. P. E. (507618319)";"MULTILUZ, LDA (503717444)";"29.465,70 €";19-03-2021;26-01-2021;15 dias;Portugal;"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.1380848;false;
COVID 19 - Aquisição de testes SARS COV 2 PCR-RT para a ULSNA até Setembro 2021;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33000000-0, Equipamento médico, medicamentos e produtos para cuidados pessoais";"Unidade Local de Saúde do Norte Alentejano, E. P. E. (508094461)";Cepheid Iberia SLU - sucursal Portugal (980655684);"148.400,00 €";19-03-2021;04-01-2021;270 dias;"Portugal, Portalegre";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Contratação de serviços médicos para o Centro de Saúde do Mora - Reforço COVID 19;Ajuste Direto Regime Geral;Aquisição de serviços;"85100000-0, Serviços de saúde";"Administração Regional de Saúde do Alentejo, I. P. (503148768)";"Kelly Services - Healthcare, Unipessoal, Lda (510723691)";"8.624,00 €";18-03-2021;22-10-2020;67 dias;"Portugal, Évora, Mora";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";Cumprimento integral do contrato;31-12-2020;"8.184,00 €";Dentro do prazo;Acerto de horas;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de máscaras cirúrgicas de proteção individual para a distribuição pelos serviços centrais e Externos do IRN, I.P no âmbito do ""Plano de Contingência - Covid 19 do IRN, IP ";Ajuste Direto Regime Geral;Aquisição de bens móveis;"33000000-0, Equipamento médico, medicamentos e produtos para cuidados pessoais";"Instituto dos Registos e do Notariado, I. P. (508184258)";"CNM, Lda (502745509)";"19.999,20 €";16-03-2021;06-01-2021;2 dias;Portugal;"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
4000002/2021- DETERGENTES PLANO DE CONTIGENCIA COVID 19 - DETERG LIQUIDO/ACCAO DESINFECT SUPERFICIES;Ajuste Direto Regime Geral;Aquisição de bens móveis;"39831200-8, Detergentes";"Centro Hospitalar Barreiro Montijo, E. P. E. (509186998)";"LUSOQUIMICA, Lda (504133802)";"6.140,00 €";16-03-2021;27-01-2021;338 dias;"Portugal, Setúbal, Barreiro";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de Serviços de Recolha, Armazenamento, Transporte, Tratamento e Eliminação de Resíduos Hospitalares dos Grupos III, IV e Líquidos Perigosos - COVID";Ajuste Direto Regime Geral;Aquisição de serviços;"90500000-2, Serviços relativos a resíduos e lixos";"Centro Hospitalar do Baixo Vouga, E. P. E. (510123210)";"Ambimed - Gestão Ambiental, Lda. (503593427)";"111.969,00 €";16-03-2021;17-12-2020;15 dias;Portugal;"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.1324717;false;
"Aquisição de serviços para fornecimento e distribuição de refeições confecionadas, no âmbito da pandemia da COVID 19";Ajuste Direto Regime Geral;Aquisição de bens móveis<br/>Aquisição de serviços;"55521100-9, Serviços de refeições ao domicílio";Município do Montijo (502834846);Santa Casa da Misericórdia do Montijo (500849455);"19.984,98 €";15-03-2021;23-12-2020;365 dias;"Portugal, Setúbal, Montijo";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
TROCLOSENO (DICLOROISOCIANURATO) SODICO 1.7G COMP - COVID 19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33600000-6, Produtos farmacêuticos";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";IMPORQUIMICA-IND.PORT.PROD.QUIM LDA (502473274);"25.174,80 €";15-03-2021;26-01-2021;90 dias;"Portugal, Viseu, Viseu";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Serviços de limpeza extra no âmbito do COVID-19;Ajuste Direto Regime Geral;Aquisição de serviços;"90910000-9, Serviços de limpeza";"Centro Hospitalar de Lisboa Ocidental, E. P. E. (507618319)";"FERROVIAL SERVIÇOS, S.A. (503307483)";"282.394,26 €";15-03-2021;30-12-2020;120 dias;Portugal;"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.1351653;false;
"Aquisição de máscaras de prevenção do contágio Covid-19 destinadas aos alunos das Escolas Básicas do 1.º Ciclo com Pré-Escolar públicas, 2.º, 3.º Ciclos e Secundárias particulares da RAM.";Consulta Prévia;Aquisição de bens móveis;"35810000-5, Equipamento individual";"(XIII GRM) Secretaria Regional de Educação, Ciência e Tecnologia (671000497)";IGUAL E COMPLETO UNIPESSOAL LDA (513849360);"8.283,00 €";15-03-2021;17-11-2020;30 dias;"Portugal, Região Autónoma da Madeira";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos e artigo 4.º, nº 1 do DLR nº 34/2008/M, de 14.08 (DLR n.º 6/2018/M)";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/NDM5ODE1;false;
"Aquisição de máscaras de prevenção do contágio Covid-19 destinadas aos alunos das Escolas Básicas do 1.º Ciclo com Pré-Escolar públicas, 2.º, 3.º Ciclos e Secundárias particulares da RAM.";Consulta Prévia;Aquisição de bens móveis;"35810000-5, Equipamento individual";"(XIII GRM) Secretaria Regional de Educação, Ciência e Tecnologia (671000497)";IGUAL E COMPLETO UNIPESSOAL LDA (513849360);"2.200,77 €";15-03-2021;17-11-2020;30 dias;"Portugal, Região Autónoma da Madeira";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos e artigo 4.º, nº 1 do DLR nº 34/2008/M, de 14.08 (DLR n.º 6/2018/M)";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/NDM5ODE1;false;
"Aquisição de máscaras de prevenção do contágio Covid-19 destinadas aos alunos das Escolas Básicas do 1.º Ciclo com Pré-Escolar públicas, 2.º, 3.º Ciclos e Secundárias particulares da RAM.";Consulta Prévia;Aquisição de bens móveis;"35810000-5, Equipamento individual";"(XIII GRM) Secretaria Regional de Educação, Ciência e Tecnologia (671000497)";IGUAL E COMPLETO UNIPESSOAL LDA (513849360);"5.973,11 €";15-03-2021;17-11-2020;30 dias;"Portugal, Região Autónoma da Madeira";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos e artigo 4.º, nº 1 do DLR nº 34/2008/M, de 14.08 (DLR n.º 6/2018/M)";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/NDM5ODE1;false;
"Aquisição de máscaras de prevenção do contágio Covid-19 destinadas aos alunos das Escolas Básicas do 1.º Ciclo com Pré-Escolar públicas, 2.º, 3.º Ciclos e Secundárias particulares da RAM.";Consulta Prévia;Aquisição de bens móveis;"35810000-5, Equipamento individual";"(XIII GRM) Secretaria Regional de Educação, Ciência e Tecnologia (671000497)";IGUAL E COMPLETO UNIPESSOAL LDA (513849360);"6.589,44 €";15-03-2021;17-11-2020;30 dias;"Portugal, Região Autónoma da Madeira";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos e artigo 4.º, nº 1 do DLR nº 34/2008/M, de 14.08 (DLR n.º 6/2018/M)";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/NDM5ODE1;false;
11712520 projeto adaptação do bar exterior e passadiço de ligação para urgência COVID-19;Ajuste Direto Regime Geral;Aquisição de serviços;"71000000-8, Serviços de arquitectura, construção, engenharia e inspecção";"Centro Hospitalar de Lisboa Ocidental, E. P. E. (507618319)";"Vector Livre, Lda (508387086)";"82.750,00 €";15-03-2021;03-11-2020;35 dias;"Portugal, Lisboa, Lisboa";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de máscaras de prevenção do contágio Covid-19 destinadas aos alunos das Escolas Básicas do 1.º Ciclo com Pré-Escolar públicas, 2.º, 3.º Ciclos e Secundárias particulares da RAM.";Consulta Prévia;Aquisição de bens móveis;"35810000-5, Equipamento individual";"(XIII GRM) Secretaria Regional de Educação, Ciência e Tecnologia (671000497)";IGUAL E COMPLETO UNIPESSOAL LDA (513849360);"939,51 €";15-03-2021;17-11-2020;30 dias;"Portugal, Região Autónoma da Madeira";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos e artigo 4.º, nº 1 do DLR nº 34/2008/M, de 14.08 (DLR n.º 6/2018/M)";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/NDM5ODE1;false;
"Aquisição de máscaras de prevenção do contágio Covid-19 destinadas aos alunos das Escolas Básicas do 1.º Ciclo com Pré-Escolar públicas, 2.º, 3.º Ciclos e Secundárias particulares da RAM.";Consulta Prévia;Aquisição de bens móveis;"35810000-5, Equipamento individual";"(XIII GRM) Secretaria Regional de Educação, Ciência e Tecnologia (671000497)";IGUAL E COMPLETO UNIPESSOAL LDA (513849360);"14.079,78 €";15-03-2021;17-11-2020;30 dias;"Portugal, Região Autónoma da Madeira";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos e artigo 4.º, nº 1 do DLR nº 34/2008/M, de 14.08 (DLR n.º 6/2018/M)";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/NDM5ODE1;false;
ALUGUER DE MÓDULOS ADICIONAIS DE INTERNAMENTO COVID-19 NO HEM;Ajuste Direto Regime Geral;Aquisição de serviços;"51000000-9, Serviços de instalação (excepto software)";"Centro Hospitalar de Lisboa Ocidental, E. P. E. (507618319)";"MBW - MODULAR BUILDERS WORLDWIDE, LDA (515337161)";"40.860,00 €";12-03-2021;06-11-2020;56 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
